year,donor_code,flows_code,value,indicator
2010,576,1140,413.82,ODA (net flows)
2010,820,1140,342.22,ODA (net flows)
2010,301,1140,5214.12,ODA (net flows)
2010,84,1140,36.74,ODA (net flows)
2010,10,1140,4533.49,ODA (net flows)
2010,546,1140,144.82,ODA (net flows)
2010,75,1140,114.34,ODA (net flows)
2010,77,1140,114.26,ODA (net flows)
2010,50,1140,5949.46,ODA (net flows)
2010,742,1140,1173.79,ODA (net flows)
2010,55,1140,967.42,ODA (net flows)
2010,70,1140,26.63,ODA (net flows)
2010,764,1140,4.47,ODA (net flows)
2010,69,1140,73.71,ODA (net flows)
2010,12,1140,13052.97,ODA (net flows)
2010,1,1140,1208.42,ODA (net flows)
2010,918,1140,12746.7,ODA (net flows)
2010,552,1140,232.29,ODA (net flows)
2010,30,1140,51.17,ODA (net flows)
2010,45,1140,13.8,ODA (net flows)
2010,8,1140,4371.56,ODA (net flows)
2010,82,1140,18.76,ODA (net flows)
2010,21,1140,895.15,ODA (net flows)
2010,76,1140,377.75,ODA (net flows)
2010,9,1140,648.96,ODA (net flows)
2010,732,1140,380.91,ODA (net flows)
2010,5,1140,12985.36,ODA (net flows)
2010,801,1140,3826.1,ODA (net flows)
2010,7,1140,6357.31,ODA (net flows)
2010,4,1140,12915.1,ODA (net flows)
2010,22,1140,402.69,ODA (net flows)
2010,61,1140,58.6,ODA (net flows)
2010,2,1140,3003.93,ODA (net flows)
2010,20,1140,28.75,ODA (net flows)
2010,18,1140,1332.95,ODA (net flows)
2010,6,1140,2996.39,ODA (net flows)
2010,302,1140,29656.36,ODA (net flows)
2010,72,1140,40.49,ODA (net flows)
2011,10,1140,5603.12,ODA (net flows)
2011,3,1140,2931.13,ODA (net flows)
2011,12,1140,13832.36,ODA (net flows)
2011,72,1140,48.38,ODA (net flows)
2011,552,1140,175.16,ODA (net flows)
2011,11,1140,3050.95,ODA (net flows)
2011,70,1140,31.46,ODA (net flows)
2011,4,1140,12997.24,ODA (net flows)
2011,732,1140,381.24,ODA (net flows)
2011,21,1140,913.56,ODA (net flows)
2011,2,1140,2807.41,ODA (net flows)
2011,820,1140,424.15,ODA (net flows)
2011,801,1140,4982.91,ODA (net flows)
2011,45,1140,19.96,ODA (net flows)
2011,18,1140,1406.04,ODA (net flows)
2011,84,1140,51.68,ODA (net flows)
2011,76,1140,417.47,ODA (net flows)
2011,77,1140,163.85,ODA (net flows)
2011,918,1140,17390.53,ODA (net flows)
2011,576,1140,717.8,ODA (net flows)
2011,55,1140,1273.01,ODA (net flows)
2011,9,1140,707.82,ODA (net flows)
2011,68,1140,250.46,ODA (net flows)
2011,7,1140,6343.96,ODA (net flows)
2011,61,1140,62.77,ODA (net flows)
2011,20,1140,25.57,ODA (net flows)
2011,40,1140,424.77,ODA (net flows)
2011,50,1140,4173.11,ODA (net flows)
2011,6,1140,4325.97,ODA (net flows)
2011,82,1140,24.21,ODA (net flows)
2011,75,1140,139.73,ODA (net flows)
2011,742,1140,1324.59,ODA (net flows)
2011,1,1140,1111.37,ODA (net flows)
2011,701,1140,11086.18,ODA (net flows)
2011,566,1140,5094.9,ODA (net flows)
2011,8,1140,4755.59,ODA (net flows)
2011,22,1140,409.24,ODA (net flows)
2011,301,1140,5458.56,ODA (net flows)
2011,69,1140,86.02,ODA (net flows)
2011,302,1140,30966.21,ODA (net flows)
2011,83,1140,19.13,ODA (net flows)
2011,764,1140,22.79,ODA (net flows)
2011,5,1140,14092.94,ODA (net flows)
2011,546,1140,206.19,ODA (net flows)
2011,30,1140,37.61,ODA (net flows)
2012,732,1140,304.5,ODA (net flows)
2012,77,1140,142.41,ODA (net flows)
2012,20,1140,26.12,ODA (net flows)
2012,83,1140,21.11,ODA (net flows)
2012,84,1140,51.91,ODA (net flows)
2012,30,1140,25.08,ODA (net flows)
2012,6,1140,2737.13,ODA (net flows)
2012,45,1140,18.58,ODA (net flows)
2012,4,1140,12028.27,ODA (net flows)
2012,68,1140,219.635,ODA (net flows)
2012,62,1140,21.36,ODA (net flows)
2012,7,1140,5522.84,ODA (net flows)
2012,22,1140,399.03,ODA (net flows)
2012,566,1140,1298.87,ODA (net flows)
2012,40,1140,327.41,ODA (net flows)
2012,72,1140,39.95,ODA (net flows)
2012,576,1140,759.15,ODA (net flows)
2012,9,1140,580.78,ODA (net flows)
2012,55,1140,2533.3,ODA (net flows)
2012,76,1140,421.06,ODA (net flows)
2012,801,1140,5402.7,ODA (net flows)
2012,302,1140,30652.38,ODA (net flows)
2012,742,1140,1597.45,ODA (net flows)
2012,1,1140,1105.75,ODA (net flows)
2012,820,1140,449.1,ODA (net flows)
2012,18,1140,1319.71,ODA (net flows)
2012,8,1140,4752.99,ODA (net flows)
2012,50,1140,2037.33,ODA (net flows)
2012,301,1140,5650.26,ODA (net flows)
2012,2,1140,2314.86,ODA (net flows)
2012,701,1140,10604.51,ODA (net flows)
2012,69,1140,79.68,ODA (net flows)
2012,918,1140,17479.05,ODA (net flows)
2012,21,1140,808.36,ODA (net flows)
2012,70,1140,28.6,ODA (net flows)
2012,5,1140,12939.49,ODA (net flows)
2012,764,1140,11.49,ODA (net flows)
2012,11,1140,3052.13,ODA (net flows)
2012,552,1140,179.74,ODA (net flows)
2012,75,1140,118.38,ODA (net flows)
2012,12,1140,13891.44,ODA (net flows)
2012,61,1140,58.45,ODA (net flows)
2012,82,1140,23.24,ODA (net flows)
2012,546,1140,181.19,ODA (net flows)
2012,3,1140,2692.59,ODA (net flows)
2012,10,1140,5239.79,ODA (net flows)
2013,5,1140,14228.26,ODA (net flows)
2013,552,1140,231.04,ODA (net flows)
2013,69,1140,86.04,ODA (net flows)
2013,8,1140,5581.36,ODA (net flows)
2013,6,1140,3430.07,ODA (net flows)
2013,30,1140,20.39,ODA (net flows)
2013,764,1140,36.36,ODA (net flows)
2013,40,1140,239.07,ODA (net flows)
2013,12,1140,17871.35,ODA (net flows)
2013,918,1140,15881.82,ODA (net flows)
2013,83,1140,23.72,ODA (net flows)
2013,18,1140,1435.36,ODA (net flows)
2013,72,1140,49.65,ODA (net flows)
2013,1,1140,1171.49,ODA (net flows)
2013,61,1140,61.55,ODA (net flows)
2013,613,1140,8.49,ODA (net flows)
2013,45,1140,18.26,ODA (net flows)
2013,70,1140,28.26,ODA (net flows)
2013,9,1140,488.32,ODA (net flows)
2013,77,1140,133.9,ODA (net flows)
2013,7,1140,5435.45,ODA (net flows)
2013,732,1140,271.77,ODA (net flows)
2013,546,1140,201.87,ODA (net flows)
2013,301,1140,4947.24,ODA (net flows)
2013,11,1140,3200.12,ODA (net flows)
2013,84,1140,50.41,ODA (net flows)
2013,55,1140,3307.67,ODA (net flows)
2013,742,1140,1755.38,ODA (net flows)
2013,302,1140,31266.66,ODA (net flows)
2013,82,1140,30.68,ODA (net flows)
2013,62,1140,45.08,ODA (net flows)
2013,2,1140,2299.12,ODA (net flows)
2013,22,1140,429.323,ODA (net flows)
2013,4,1140,11338.93,ODA (net flows)
2013,701,1140,11469.09,ODA (net flows)
2013,50,1140,2348.09,ODA (net flows)
2013,68,1140,210.882,ODA (net flows)
2013,20,1140,34.91,ODA (net flows)
2013,566,1140,5683.27,ODA (net flows)
2013,76,1140,487.12,ODA (net flows)
2013,820,1140,457.31,ODA (net flows)
2013,801,1140,4845.55,ODA (net flows)
2013,75,1140,128.18,ODA (net flows)
2013,10,1140,5827.29,ODA (net flows)
2013,3,1140,2927.46,ODA (net flows)
2013,21,1140,845.85,ODA (net flows)
2013,576,1140,5401.9,ODA (net flows)
2014,6,1140,4009.18,ODA (net flows)
2014,546,1140,199.6,ODA (net flows)
2014,77,1140,213.63,ODA (net flows)
2014,742,1140,1856.73,ODA (net flows)
2014,8,1140,5085.94,ODA (net flows)
2014,918,1140,16451.1,ODA (net flows)
2014,764,1140,68.97,ODA (net flows)
2014,75,1140,144.03,ODA (net flows)
2014,76,1140,451.84,ODA (net flows)
2014,1,1140,1234.52,ODA (net flows)
2014,613,1140,33.37,ODA (net flows)
2014,5,1140,16566.2,ODA (net flows)
2014,701,1140,9483.29,ODA (net flows)
2014,18,1140,1634.57,ODA (net flows)
2014,69,1140,83.21,ODA (net flows)
2014,82,1140,37.52,ODA (net flows)
2014,552,1140,276.83,ODA (net flows)
2014,10,1140,6232.72,ODA (net flows)
2014,566,1140,13633.95,ODA (net flows)
2014,7,1140,5572.97,ODA (net flows)
2014,3,1140,3003.27,ODA (net flows)
2014,4,1140,10620.32,ODA (net flows)
2014,30,1140,18.51,ODA (net flows)
2014,611,1140,15.88,ODA (net flows)
2014,70,1140,27.33,ODA (net flows)
2014,732,1140,273.97,ODA (net flows)
2014,83,1140,25.37,ODA (net flows)
2014,45,1140,20.41,ODA (net flows)
2014,40,1140,247.44,ODA (net flows)
2014,55,1140,3591.08,ODA (net flows)
2014,50,1140,1876.83,ODA (net flows)
2014,62,1140,72.09,ODA (net flows)
2014,765,1140,3.37,ODA (net flows)
2014,302,1140,33095.5,ODA (net flows)
2014,21,1140,815.79,ODA (net flows)
2014,20,1140,37.33,ODA (net flows)
2014,12,1140,19263.21,ODA (net flows)
2014,9,1140,430.23,ODA (net flows)
2014,801,1140,4382.42,ODA (net flows)
2014,11,1140,3521.94,ODA (net flows)
2014,301,1140,4240.04,ODA (net flows)
2014,84,1140,45.57,ODA (net flows)
2014,22,1140,423.22,ODA (net flows)
2014,576,1140,5080.37,ODA (net flows)
2014,2,1140,2446.19,ODA (net flows)
2014,72,1140,48.67,ODA (net flows)
2014,61,1140,61.54,ODA (net flows)
2014,68,1140,212.15,ODA (net flows)
2014,820,1140,506.14,ODA (net flows)
2015,69,1140,84.91,ODA (net flows)
2015,84,1140,48.11,ODA (net flows)
2015,22,1140,362.88,ODA (net flows)
2015,7,1140,5725.51,ODA (net flows)
2015,764,1140,62.42,ODA (net flows)
2015,45,1140,16.56,ODA (net flows)
2015,820,1140,441.74,ODA (net flows)
2015,2,1140,1904.19,ODA (net flows)
2015,12,1140,18552.85,ODA (net flows)
2015,613,1140,42.96,ODA (net flows)
2015,742,1140,1915.39,ODA (net flows)
2015,765,1140,4.0,ODA (net flows)
2015,5,1140,17940.21,ODA (net flows)
2015,301,1140,4277.23,ODA (net flows)
2015,10,1140,7089.3,ODA (net flows)
2015,552,1140,304.46,ODA (net flows)
2015,76,1140,440.89,ODA (net flows)
2015,77,1140,158.09,ODA (net flows)
2015,9,1140,308.03,ODA (net flows)
2015,68,1140,199.0,ODA (net flows)
2015,302,1140,30985.54,ODA (net flows)
2015,6,1140,4003.37,ODA (net flows)
2015,1,1140,1323.51,ODA (net flows)
2015,55,1140,3919.14,ODA (net flows)
2015,566,1140,858.94,ODA (net flows)
2015,11,1140,3529.33,ODA (net flows)
2015,70,1140,24.22,ODA (net flows)
2015,732,1140,254.76,ODA (net flows)
2015,62,1140,51.41,ODA (net flows)
2015,61,1140,63.29,ODA (net flows)
2015,18,1140,1288.0,ODA (net flows)
2015,75,1140,155.55,ODA (net flows)
2015,701,1140,9202.64,ODA (net flows)
2015,21,1140,718.32,ODA (net flows)
2015,82,1140,33.89,ODA (net flows)
2015,50,1140,1396.74,ODA (net flows)
2015,611,1140,12.96,ODA (net flows)
2015,30,1140,18.24,ODA (net flows)
2015,72,1140,40.93,ODA (net flows)
2015,83,1140,23.17,ODA (net flows)
2015,4,1140,9039.3,ODA (net flows)
2015,40,1140,238.7,ODA (net flows)
2015,576,1140,4381.37,ODA (net flows)
2015,918,1140,13669.6,ODA (net flows)
2015,8,1140,4277.66,ODA (net flows)
2015,801,1140,3493.61,ODA (net flows)
2015,546,1140,232.63,ODA (net flows)
2015,3,1140,2565.57,ODA (net flows)
2015,20,1140,39.86,ODA (net flows)
2016,11,1140,3582.47,ODA (net flows)
2016,611,1140,13.43,ODA (net flows)
2016,566,1140,1539.04,ODA (net flows)
2016,732,1140,327.54,ODA (net flows)
2016,45,1140,20.55,ODA (net flows)
2016,72,1140,67.66,ODA (net flows)
2016,613,1140,30.83,ODA (net flows)
2016,820,1140,446.85,ODA (net flows)
2016,61,1140,81.3,ODA (net flows)
2016,801,1140,3277.52,ODA (net flows)
2016,10,1140,4893.74,ODA (net flows)
2016,576,1140,4241.11,ODA (net flows)
2016,84,1140,57.15,ODA (net flows)
2016,62,1140,40.63,ODA (net flows)
2016,75,1140,199.12,ODA (net flows)
2016,76,1140,662.95,ODA (net flows)
2016,8,1140,4380.08,ODA (net flows)
2016,4,1140,9621.67,ODA (net flows)
2016,7,1140,4966.26,ODA (net flows)
2016,70,1140,24.57,ODA (net flows)
2016,9,1140,343.07,ODA (net flows)
2016,77,1140,202.96,ODA (net flows)
2016,82,1140,43.41,ODA (net flows)
2016,2,1140,2300.16,ODA (net flows)
2016,546,1140,350.54,ODA (net flows)
2016,22,1140,391.04,ODA (net flows)
2016,1,1140,1635.48,ODA (net flows)
2016,764,1140,167.69,ODA (net flows)
2016,20,1140,58.72,ODA (net flows)
2016,50,1140,4223.67,ODA (net flows)
2016,3,1140,2369.19,ODA (net flows)
2016,742,1140,2246.16,ODA (net flows)
2016,6,1140,5087.39,ODA (net flows)
2016,18,1140,1059.61,ODA (net flows)
2016,701,1140,10416.8,ODA (net flows)
2016,301,1140,3930.44,ODA (net flows)
2016,12,1140,18052.8,ODA (net flows)
2016,69,1140,106.01,ODA (net flows)
2016,918,1140,17106.4,ODA (net flows)
2016,21,1140,802.59,ODA (net flows)
2016,302,1140,34420.98,ODA (net flows)
2016,83,1140,30.18,ODA (net flows)
2016,55,1140,6487.68,ODA (net flows)
2016,5,1140,24735.69,ODA (net flows)
2016,40,1140,368.53,ODA (net flows)
2016,552,1140,1080.09,ODA (net flows)
2016,68,1140,260.24,ODA (net flows)
2017,68,1140,304.12,ODA (net flows)
2017,12,1140,18103.4,ODA (net flows)
2017,10,1140,5563.25,ODA (net flows)
2017,546,1140,408.21,ODA (net flows)
2017,76,1140,679.46,ODA (net flows)
2017,566,1140,1931.5,ODA (net flows)
2017,820,1140,449.75,ODA (net flows)
2017,611,1140,18.78,ODA (net flows)
2017,84,1140,59.23,ODA (net flows)
2017,801,1140,3035.96,ODA (net flows)
2017,764,1140,132.92,ODA (net flows)
2017,3,1140,2448.02,ODA (net flows)
2017,77,1140,219.54,ODA (net flows)
2017,2,1140,2196.17,ODA (net flows)
2017,72,1140,62.23,ODA (net flows)
2017,70,1140,24.14,ODA (net flows)
2017,83,1140,31.92,ODA (net flows)
2017,50,1140,2560.3,ODA (net flows)
2017,62,1140,53.62,ODA (net flows)
2017,22,1140,424.18,ODA (net flows)
2017,301,1140,4304.89,ODA (net flows)
2017,613,1140,35.23,ODA (net flows)
2017,4,1140,11330.86,ODA (net flows)
2017,21,1140,838.03,ODA (net flows)
2017,6,1140,5858.03,ODA (net flows)
2017,742,1140,2201.35,ODA (net flows)
2017,55,1140,8120.92,ODA (net flows)
2017,40,1140,313.58,ODA (net flows)
2017,552,1140,569.5,ODA (net flows)
2017,1,1140,1251.27,ODA (net flows)
2017,576,1140,3956.7,ODA (net flows)
2017,9,1140,380.74,ODA (net flows)
2017,11,1140,3146.6,ODA (net flows)
2017,61,1140,75.79,ODA (net flows)
2017,5,1140,25005.06,ODA (net flows)
2017,69,1140,119.2,ODA (net flows)
2017,82,1140,43.01,ODA (net flows)
2017,302,1140,34731.98,ODA (net flows)
2017,701,1140,11462.29,ODA (net flows)
2017,18,1140,1083.79,ODA (net flows)
2017,75,1140,148.68,ODA (net flows)
2017,20,1140,68.27,ODA (net flows)
2017,45,1140,24.99,ODA (net flows)
2017,918,1140,16440.35,ODA (net flows)
2017,8,1140,4124.98,ODA (net flows)
2017,732,1140,319.31,ODA (net flows)
2017,7,1140,4958.45,ODA (net flows)
2018,22,1140,473.36,ODA (net flows)
2018,30,1140,25.0,ODA (net flows)
2018,11,1140,3097.06,ODA (net flows)
2018,82,1140,48.76,ODA (net flows)
2018,45,1140,32.927516,ODA (net flows)
2018,2,1140,2347.97,ODA (net flows)
2018,62,1140,78.89,ODA (net flows)
2018,732,1140,291.54,ODA (net flows)
2018,70,1140,26.12,ODA (net flows)
2018,820,1140,556.03,ODA (net flows)
2018,9,1140,387.79,ODA (net flows)
2018,742,1140,2423.37,ODA (net flows)
2018,3,1140,2576.83,ODA (net flows)
2018,18,1140,984.0,ODA (net flows)
2018,764,1140,134.18,ODA (net flows)
2018,5,1140,25670.38,ODA (net flows)
2018,1,1140,1165.57,ODA (net flows)
2018,75,1140,284.94,ODA (net flows)
2018,21,1140,934.25,ODA (net flows)
2018,72,1140,68.5,ODA (net flows)
2018,40,1140,290.44,ODA (net flows)
2018,50,1140,2589.59,ODA (net flows)
2018,611,1140,28.36,ODA (net flows)
2018,8,1140,4257.62,ODA (net flows)
2018,301,1140,4640.51,ODA (net flows)
2018,613,1140,40.35,ODA (net flows)
2018,6,1140,5098.34,ODA (net flows)
2018,566,1140,4838.89,ODA (net flows)
2018,20,1140,74.21,ODA (net flows)
2018,76,1140,759.18,ODA (net flows)
2018,576,1140,4115.62,ODA (net flows)
2018,61,1140,83.51,ODA (net flows)
2018,7,1140,5616.57,ODA (net flows)
2018,55,1140,8611.79,ODA (net flows)
2018,801,1140,3149.0,ODA (net flows)
2018,83,1140,34.42,ODA (net flows)
2018,12,1140,19462.21,ODA (net flows)
2018,68,1140,305.36,ODA (net flows)
2018,701,1140,10064.27,ODA (net flows)
2018,552,1140,273.37,ODA (net flows)
2018,918,1140,17116.27,ODA (net flows)
2018,302,1140,33787.08,ODA (net flows)
2018,546,1140,365.45,ODA (net flows)
2018,77,1140,248.82,ODA (net flows)
2018,69,1140,137.74,ODA (net flows)
2018,84,1140,64.92,ODA (net flows)
2018,10,1140,6000.04,ODA (net flows)
2018,4,1140,12839.67,ODA (net flows)
2019,75,1140,312.06,ODA (net flows)
2019,6,1140,4298.17,ODA (net flows)
2019,50,1140,2708.7,ODA (net flows)
2019,77,1140,254.15,ODA (net flows)
2019,84,1140,67.67,ODA (net flows)
2019,732,1140,315.85,ODA (net flows)
2019,21,1140,973.4,ODA (net flows)
2019,546,1140,281.18,ODA (net flows)
2019,9,1140,381.63,ODA (net flows)
2019,576,1140,2489.85,ODA (net flows)
2019,72,1140,65.39,ODA (net flows)
2019,12,1140,19354.22,ODA (net flows)
2019,5,1140,24122.38,ODA (net flows)
2019,301,1140,4534.51,ODA (net flows)
2019,4,1140,11984.15,ODA (net flows)
2019,11,1140,3095.45,ODA (net flows)
2019,40,1140,367.74,ODA (net flows)
2019,613,1140,34.21,ODA (net flows)
2019,742,1140,2517.13,ODA (net flows)
2019,801,1140,2888.43,ODA (net flows)
2019,83,1140,34.36,ODA (net flows)
2019,566,1140,2068.91,ODA (net flows)
2019,701,1140,11720.19,ODA (net flows)
2019,302,1140,32980.72,ODA (net flows)
2019,62,1140,72.61,ODA (net flows)
2019,764,1140,144.19,ODA (net flows)
2019,7,1140,5292.0,ODA (net flows)
2019,76,1140,761.03,ODA (net flows)
2019,82,1140,48.49,ODA (net flows)
2019,8,1140,4297.83,ODA (net flows)
2019,45,1140,41.01,ODA (net flows)
2019,1,1140,1227.07,ODA (net flows)
2019,10,1140,5204.71,ODA (net flows)
2019,30,1140,19.97,ODA (net flows)
2019,61,1140,87.74,ODA (net flows)
2019,55,1140,8666.81,ODA (net flows)
2019,611,1140,25.95,ODA (net flows)
2019,552,1140,401.81,ODA (net flows)
2019,68,1140,309.2,ODA (net flows)
2019,69,1140,115.77,ODA (net flows)
2019,918,1140,15266.61,ODA (net flows)
2019,3,1140,2541.37,ODA (net flows)
2019,18,1140,1149.3,ODA (net flows)
2019,22,1140,471.57,ODA (net flows)
2019,70,1140,25.47,ODA (net flows)
2019,2,1140,2207.66,ODA (net flows)
2019,20,1140,61.42,ODA (net flows)
2019,561,1140,567.35,ODA (net flows)
2019,820,1140,554.76,ODA (net flows)
2020,302,1140,35396.41,ODA (net flows)
2020,3,1140,2640.86,ODA (net flows)
2020,18,1140,1277.89,ODA (net flows)
2020,8,1140,4195.68,ODA (net flows)
2020,611,1140,27.13,ODA (net flows)
2020,10,1140,6348.35,ODA (net flows)
2020,62,1140,76.99,ODA (net flows)
2020,566,1140,1957.07,ODA (net flows)
2020,742,1140,2292.78,ODA (net flows)
2020,918,1140,21055.89,ODA (net flows)
2020,83,1140,40.62,ODA (net flows)
2020,1,1140,1321.38,ODA (net flows)
2020,11,1140,3720.82,ODA (net flows)
2020,801,1140,2868.76,ODA (net flows)
2020,732,1140,504.16,ODA (net flows)
2020,21,1140,987.79,ODA (net flows)
2020,546,1140,291.04,ODA (net flows)
2020,576,1140,1771.76,ODA (net flows)
2020,701,1140,13660.18,ODA (net flows)
2020,55,1140,8123.52,ODA (net flows)
2020,820,1140,529.74,ODA (net flows)
2020,2,1140,2376.38,ODA (net flows)
2020,301,1140,4870.85,ODA (net flows)
2020,552,1140,506.15,ODA (net flows)
2020,7,1140,5358.94,ODA (net flows)
2020,613,1140,37.11,ODA (net flows)
2020,45,1140,53.4,ODA (net flows)
2020,4,1140,16013.14,ODA (net flows)
2020,84,1140,72.02,ODA (net flows)
2020,72,1140,85.72,ODA (net flows)
2020,61,1140,90.73,ODA (net flows)
2020,75,1140,417.88,ODA (net flows)
2020,12,1140,19253.43,ODA (net flows)
2020,82,1140,49.93,ODA (net flows)
2020,20,1140,57.9,ODA (net flows)
2020,9,1140,420.5,ODA (net flows)
2020,561,1140,591.48,ODA (net flows)
2020,30,1140,14.83,ODA (net flows)
2020,764,1140,71.44,ODA (net flows)
2020,68,1140,299.14,ODA (net flows)
2020,69,1140,141.2,ODA (net flows)
2020,22,1140,452.34,ODA (net flows)
2020,50,1140,2739.27,ODA (net flows)
2020,40,1140,325.44,ODA (net flows)
2020,77,1140,305.0,ODA (net flows)
2020,5,1140,29320.38,ODA (net flows)
2020,6,1140,4395.87,ODA (net flows)
2020,76,1140,811.95,ODA (net flows)
2020,70,1140,28.03,ODA (net flows)
